Vehicle,Soc (%),K W,max power,battery capacity (kWh)
2022 Ford Mustang Mach E GT,0,119,130,91
2022 Ford Mustang Mach E GT,2,122,130,91
2022 Ford Mustang Mach E GT,4,127,130,91
2022 Ford Mustang Mach E GT,7,126,130,91
2022 Ford Mustang Mach E GT,9,126,130,91
2022 Ford Mustang Mach E GT,11,126,130,91
2022 Ford Mustang Mach E GT,14,126,130,91
2022 Ford Mustang Mach E GT,16,126,130,91
2022 Ford Mustang Mach E GT,18,126,130,91
2022 Ford Mustang Mach E GT,20,126,130,91
2022 Ford Mustang Mach E GT,23,127,130,91
2022 Ford Mustang Mach E GT,26,127,130,91
2022 Ford Mustang Mach E GT,29,126,130,91
2022 Ford Mustang Mach E GT,32,124,130,91
2022 Ford Mustang Mach E GT,35,121,130,91
2022 Ford Mustang Mach E GT,37,117,130,91
2022 Ford Mustang Mach E GT,39,113,130,91
2022 Ford Mustang Mach E GT,42,108,130,91
2022 Ford Mustang Mach E GT,44,105,130,91
2022 Ford Mustang Mach E GT,46,102,130,91
2022 Ford Mustang Mach E GT,48,97,130,91
2022 Ford Mustang Mach E GT,50,94,130,91
2022 Ford Mustang Mach E GT,52,93,130,91
2022 Ford Mustang Mach E GT,54,85,130,91
2022 Ford Mustang Mach E GT,56,87,130,91
2022 Ford Mustang Mach E GT,58,84,130,91
2022 Ford Mustang Mach E GT,60,83,130,91
2022 Ford Mustang Mach E GT,61,77,130,91
2022 Ford Mustang Mach E GT,63,74,130,91
2022 Ford Mustang Mach E GT,65,72,130,91
2022 Ford Mustang Mach E GT,66,70,130,91
2022 Ford Mustang Mach E GT,68,67,130,91
2022 Ford Mustang Mach E GT,69,65,130,91
2022 Ford Mustang Mach E GT,70,64,130,91
2022 Ford Mustang Mach E GT,72,65,130,91
2022 Ford Mustang Mach E GT,73,65,130,91
2022 Ford Mustang Mach E GT,74,64,130,91
2022 Ford Mustang Mach E GT,76,64,130,91
2022 Ford Mustang Mach E GT,77,65,130,91
2022 Ford Mustang Mach E GT,78,65,130,91
2022 Ford Mustang Mach E GT,80,65,130,91
2022 Ford Mustang Mach E GT,81,66,130,91
2022 Ford Mustang Mach E GT,82,61,130,91
2022 Ford Mustang Mach E GT,83,55,130,91
2022 Ford Mustang Mach E GT,85,50,130,91
2022 Ford Mustang Mach E GT,86,48,130,91
2022 Ford Mustang Mach E GT,87,44,130,91
2022 Ford Mustang Mach E GT,87,41,130,91
2022 Ford Mustang Mach E GT,88,40,130,91
2022 Ford Mustang Mach E GT,89,39,130,91
2022 Ford Mustang Mach E GT,90,38,130,91
2022 Ford Mustang Mach E GT,91,37,130,91
2022 Ford Mustang Mach E GT,92,35,130,91
2022 Ford Mustang Mach E GT,93,34,130,91
2022 Ford Mustang Mach E GT,93,33,130,91
2022 Ford Mustang Mach E GT,94,33,130,91
2022 Ford Mustang Mach E GT,95,32,130,91
2022 Ford Mustang Mach E GT,95,31,130,91
2022 Ford Mustang Mach E GT,96,30,130,91
2022 Ford Mustang Mach E GT,97,30,130,91
2022 Ford Mustang Mach E GT,98,29,130,91
2022 Ford Mustang Mach E GT,98,28,130,91
2022 Ford Mustang Mach E GT,99,17,130,91
2022 Ford Mustang Mach E GT,100,0,130,91
2021 Tesla Model Y LR,0,103,250,75
2021 Tesla Model Y LR,1,107,250,75
2021 Tesla Model Y LR,2,109,250,75
2021 Tesla Model Y LR,3,109,250,75
2021 Tesla Model Y LR,4,110,250,75
2021 Tesla Model Y LR,5,115,250,75
2021 Tesla Model Y LR,6,126,250,75
2021 Tesla Model Y LR,7,145,250,75
2021 Tesla Model Y LR,8,182,250,75
2021 Tesla Model Y LR,9,210,250,75
2021 Tesla Model Y LR,10,213,250,75
2021 Tesla Model Y LR,11,215,250,75
2021 Tesla Model Y LR,12,244,250,75
2021 Tesla Model Y LR,13,246,250,75
2021 Tesla Model Y LR,14,246,250,75
2021 Tesla Model Y LR,15,246,250,75
2021 Tesla Model Y LR,16,246,250,75
2021 Tesla Model Y LR,17,237,250,75
2021 Tesla Model Y LR,18,232,250,75
2021 Tesla Model Y LR,19,230,250,75
2021 Tesla Model Y LR,20,227,250,75
2021 Tesla Model Y LR,21,223,250,75
2021 Tesla Model Y LR,22,220,250,75
2021 Tesla Model Y LR,23,216,250,75
2021 Tesla Model Y LR,24,212,250,75
2021 Tesla Model Y LR,25,210,250,75
2021 Tesla Model Y LR,26,204,250,75
2021 Tesla Model Y LR,27,202,250,75
2021 Tesla Model Y LR,28,199,250,75
2021 Tesla Model Y LR,29,194,250,75
2021 Tesla Model Y LR,30,191,250,75
2021 Tesla Model Y LR,31,186,250,75
2021 Tesla Model Y LR,32,183,250,75
2021 Tesla Model Y LR,33,178,250,75
2021 Tesla Model Y LR,34,174,250,75
2021 Tesla Model Y LR,35,169,250,75
2021 Tesla Model Y LR,36,165,250,75
2021 Tesla Model Y LR,37,163,250,75
2021 Tesla Model Y LR,38,159,250,75
2021 Tesla Model Y LR,39,154,250,75
2021 Tesla Model Y LR,40,149,250,75
2021 Tesla Model Y LR,41,146,250,75
2021 Tesla Model Y LR,42,141,250,75
2021 Tesla Model Y LR,43,137,250,75
2021 Tesla Model Y LR,44,135,250,75
2021 Tesla Model Y LR,45,129,250,75
2021 Tesla Model Y LR,46,128,250,75
2021 Tesla Model Y LR,47,125,250,75
2021 Tesla Model Y LR,48,121,250,75
2021 Tesla Model Y LR,49,118,250,75
2021 Tesla Model Y LR,50,115,250,75
2021 Tesla Model Y LR,51,111,250,75
2021 Tesla Model Y LR,52,109,250,75
2021 Tesla Model Y LR,53,104,250,75
2021 Tesla Model Y LR,54,104,250,75
2021 Tesla Model Y LR,55,102,250,75
2021 Tesla Model Y LR,56,100,250,75
2021 Tesla Model Y LR,57,98,250,75
2021 Tesla Model Y LR,58,96,250,75
2021 Tesla Model Y LR,59,95,250,75
2021 Tesla Model Y LR,60,93,250,75
2021 Tesla Model Y LR,61,92,250,75
2021 Tesla Model Y LR,62,90,250,75
2021 Tesla Model Y LR,63,90,250,75
2021 Tesla Model Y LR,64,87,250,75
2021 Tesla Model Y LR,65,86,250,75
2021 Tesla Model Y LR,66,85,250,75
2021 Tesla Model Y LR,67,83,250,75
2021 Tesla Model Y LR,68,82,250,75
2021 Tesla Model Y LR,69,78,250,75
2021 Tesla Model Y LR,70,77,250,75
2021 Tesla Model Y LR,71,74,250,75
2021 Tesla Model Y LR,72,73,250,75
2021 Tesla Model Y LR,73,70,250,75
2021 Tesla Model Y LR,74,66,250,75
2021 Tesla Model Y LR,75,63,250,75
2021 Tesla Model Y LR,76,62,250,75
2021 Tesla Model Y LR,77,59,250,75
2021 Tesla Model Y LR,78,56,250,75
2021 Tesla Model Y LR,79,53,250,75
2021 Tesla Model Y LR,80,53,250,75
2021 Tesla Model Y LR,81,51,250,75
2021 Tesla Model Y LR,82,50,250,75
2021 Tesla Model Y LR,83,48,250,75
2021 Tesla Model Y LR,84,47,250,75
2021 Tesla Model Y LR,85,45,250,75
2021 Tesla Model Y LR,86,44,250,75
2021 Tesla Model Y LR,87,42,250,75
2021 Tesla Model Y LR,88,39,250,75
2021 Tesla Model Y LR,89,38,250,75
2021 Tesla Model Y LR,90,36,250,75
2021 Tesla Model Y LR,90,34,250,75
2021 Tesla Model Y LR,91,32,250,75
2021 Tesla Model Y LR,92,30,250,75
2021 Tesla Model Y LR,93,29,250,75
2021 Tesla Model Y LR,93,28,250,75
2021 Tesla Model Y LR,94,26,250,75
2021 Tesla Model Y LR,94,24,250,75
2021 Tesla Model Y LR,95,23,250,75
2021 Tesla Model Y LR,95,21,250,75
2021 Tesla Model Y LR,96,20,250,75
2021 Tesla Model Y LR,96,19,250,75
2021 Tesla Model Y LR,97,17,250,75
2021 Tesla Model Y LR,97,16,250,75
2021 Tesla Model Y LR,98,15,250,75
2021 Tesla Model Y LR,98,14,250,75
2021 Tesla Model Y LR,98,13,250,75
2021 Tesla Model Y LR,98,12,250,75
2021 Tesla Model Y LR,99,11,250,75
2021 Tesla Model Y LR,99,10,250,75
2021 Tesla Model Y LR,99,9,250,75
2021 Tesla Model Y LR,100,8,250,75
2021 Tesla Model Y LR,100,7,250,75
2021 Tesla Model Y LR,100,6,250,75
2021 Tesla Model Y LR,100,5,250,75
2021 Tesla Model Y LR,100,4,250,75
2021 Tesla Model Y LR,100,3,250,75
2021 Tesla Model Y LR,100,2,250,75
2021 Tesla Model Y LR,100,1,250,75
2021 Polestar 2 LR,0,99,155,78
2021 Polestar 2 LR,1,143,155,78
2021 Polestar 2 LR,2,143,155,78
2021 Polestar 2 LR,3,145,155,78
2021 Polestar 2 LR,4,145,155,78
2021 Polestar 2 LR,5,146,155,78
2021 Polestar 2 LR,6,146,155,78
2021 Polestar 2 LR,7,148,155,78
2021 Polestar 2 LR,8,148,155,78
2021 Polestar 2 LR,9,149,155,78
2021 Polestar 2 LR,10,151,155,78
2021 Polestar 2 LR,11,143,155,78
2021 Polestar 2 LR,12,137,155,78
2021 Polestar 2 LR,13,130,155,78
2021 Polestar 2 LR,14,118,155,78
2021 Polestar 2 LR,15,111,155,78
2021 Polestar 2 LR,16,108,155,78
2021 Polestar 2 LR,17,104,155,78
2021 Polestar 2 LR,18,103,155,78
2021 Polestar 2 LR,19,103,155,78
2021 Polestar 2 LR,20,103,155,78
2021 Polestar 2 LR,21,102,155,78
2021 Polestar 2 LR,22,104,155,78
2021 Polestar 2 LR,23,104,155,78
2021 Polestar 2 LR,24,105,155,78
2021 Polestar 2 LR,25,102,155,78
2021 Polestar 2 LR,26,99,155,78
2021 Polestar 2 LR,27,99,155,78
2021 Polestar 2 LR,28,99,155,78
2021 Polestar 2 LR,29,99,155,78
2021 Polestar 2 LR,30,95,155,78
2021 Polestar 2 LR,31,96,155,78
2021 Polestar 2 LR,32,96,155,78
2021 Polestar 2 LR,33,93,155,78
2021 Polestar 2 LR,34,93,155,78
2021 Polestar 2 LR,35,93,155,78
2021 Polestar 2 LR,36,93,155,78
2021 Polestar 2 LR,37,93,155,78
2021 Polestar 2 LR,38,91,155,78
2021 Polestar 2 LR,39,89,155,78
2021 Polestar 2 LR,40,90,155,78
2021 Polestar 2 LR,41,90,155,78
2021 Polestar 2 LR,42,80,155,78
2021 Polestar 2 LR,43,84,155,78
2021 Polestar 2 LR,44,84,155,78
2021 Polestar 2 LR,45,84,155,78
2021 Polestar 2 LR,46,83,155,78
2021 Polestar 2 LR,47,78,155,78
2021 Polestar 2 LR,48,79,155,78
2021 Polestar 2 LR,49,82,155,78
2021 Polestar 2 LR,50,85,155,78
2021 Polestar 2 LR,51,85,155,78
2021 Polestar 2 LR,52,85,155,78
2021 Polestar 2 LR,53,85,155,78
2021 Polestar 2 LR,54,88,155,78
2021 Polestar 2 LR,56,63,155,78
2021 Polestar 2 LR,57,65,155,78
2021 Polestar 2 LR,58,69,155,78
2021 Polestar 2 LR,59,71,155,78
2021 Polestar 2 LR,60,73,155,78
2021 Polestar 2 LR,61,61,155,78
2021 Polestar 2 LR,62,66,155,78
2021 Polestar 2 LR,63,77,155,78
2021 Polestar 2 LR,64,68,155,78
2021 Polestar 2 LR,65,68,155,78
2021 Polestar 2 LR,66,68,155,78
2021 Polestar 2 LR,67,69,155,78
2021 Polestar 2 LR,68,69,155,78
2021 Polestar 2 LR,69,69,155,78
2021 Polestar 2 LR,70,69,155,78
2021 Polestar 2 LR,71,69,155,78
2021 Polestar 2 LR,72,69,155,78
2021 Polestar 2 LR,73,70,155,78
2021 Polestar 2 LR,74,70,155,78
2021 Polestar 2 LR,75,70,155,78
2021 Polestar 2 LR,76,70,155,78
2021 Polestar 2 LR,77,60,155,78
2021 Polestar 2 LR,78,61,155,78
2021 Polestar 2 LR,79,52,155,78
2021 Polestar 2 LR,80,39,155,78
2021 Polestar 2 LR,81,41,155,78
2021 Polestar 2 LR,82,41,155,78
2021 Polestar 2 LR,83,41,155,78
2021 Polestar 2 LR,84,30,155,78
2021 Polestar 2 LR,85,29,155,78
2021 Polestar 2 LR,86,30,155,78
2021 Polestar 2 LR,87,30,155,78
2021 Polestar 2 LR,88,29,155,78
2021 Polestar 2 LR,88,30,155,78
2021 Polestar 2 LR,89,29,155,78
2021 Polestar 2 LR,89,28,155,78
2021 Polestar 2 LR,90,16,155,78
2021 Polestar 2 LR,91,16,155,78
2021 Polestar 2 LR,92,16,155,78
2021 Polestar 2 LR,93,16,155,78
2021 Polestar 2 LR,93,8,155,78
2021 Polestar 2 LR,94,8,155,78
2021 Polestar 2 LR,94,9,155,78
2021 Polestar 2 LR,94,7,155,78
2021 Polestar 2 LR,95,7,155,78
2021 Polestar 2 LR,96,7,155,78
2021 Polestar 2 LR,97,7,155,78
2021 Polestar 2 LR,98,7,155,78
2021 Polestar 2 LR,99,7,155,78
2021 Polestar 2 LR,100,0,155,78
2021 Kia EV6 AWD,0,100,235,77.4
2021 Kia EV6 AWD,1,212,235,77.4
2021 Kia EV6 AWD,5,217,235,77.4
2021 Kia EV6 AWD,10,221,235,77.4
2021 Kia EV6 AWD,15,223,235,77.4
2021 Kia EV6 AWD,19,224,235,77.4
2021 Kia EV6 AWD,24,224,235,77.4
2021 Kia EV6 AWD,29,226,235,77.4
2021 Kia EV6 AWD,34,227,235,77.4
2021 Kia EV6 AWD,38,230,235,77.4
2021 Kia EV6 AWD,43,233,235,77.4
2021 Kia EV6 AWD,48,227,235,77.4
2021 Kia EV6 AWD,51,228,235,77.4
2021 Kia EV6 AWD,55,188,235,77.4
2021 Kia EV6 AWD,58,150,235,77.4
2021 Kia EV6 AWD,61,176,235,77.4
2021 Kia EV6 AWD,62,177,235,77.4
2021 Kia EV6 AWD,63,178,235,77.4
2021 Kia EV6 AWD,64,178,235,77.4
2021 Kia EV6 AWD,66,192,235,77.4
2021 Kia EV6 AWD,70,185,235,77.4
2021 Kia EV6 AWD,73,170,235,77.4
2021 Kia EV6 AWD,76,158,235,77.4
2021 Kia EV6 AWD,78,153,235,77.4
2021 Kia EV6 AWD,81,120,235,77.4
2021 Kia EV6 AWD,82,112,235,77.4
2021 Kia EV6 AWD,84,122,235,77.4
2021 Kia EV6 AWD,86,96,235,77.4
2021 Kia EV6 AWD,87,76,235,77.4
2021 Kia EV6 AWD,89,68,235,77.4
2021 Kia EV6 AWD,90,60,235,77.4
2021 Kia EV6 AWD,91,56,235,77.4
2021 Kia EV6 AWD,92,51,235,77.4
2021 Kia EV6 AWD,93,48,235,77.4
2021 Kia EV6 AWD,94,44,235,77.4
2021 Kia EV6 AWD,95,40,235,77.4
2021 Kia EV6 AWD,95,36,235,77.4
2021 Kia EV6 AWD,96,34,235,77.4
2021 Kia EV6 AWD,97,31,235,77.4
2021 Kia EV6 AWD,98,23,235,77.4
2021 Kia EV6 AWD,99,16,235,77.4
2021 Kia EV6 AWD,100,0,235,77.4
2022 Kia EV6 GT,0,100,235,77.4
2022 Kia EV6 GT,1,212,235,77.4
2022 Kia EV6 GT,5,217,235,77.4
2022 Kia EV6 GT,10,221,235,77.4
2022 Kia EV6 GT,15,223,235,77.4
2022 Kia EV6 GT,19,224,235,77.4
2022 Kia EV6 GT,24,224,235,77.4
2022 Kia EV6 GT,29,226,235,77.4
2022 Kia EV6 GT,34,227,235,77.4
2022 Kia EV6 GT,38,230,235,77.4
2022 Kia EV6 GT,43,233,235,77.4
2022 Kia EV6 GT,48,227,235,77.4
2022 Kia EV6 GT,51,228,235,77.4
2022 Kia EV6 GT,55,188,235,77.4
2022 Kia EV6 GT,58,150,235,77.4
2022 Kia EV6 GT,61,176,235,77.4
2022 Kia EV6 GT,62,177,235,77.4
2022 Kia EV6 GT,63,178,235,77.4
2022 Kia EV6 GT,64,178,235,77.4
2022 Kia EV6 GT,66,192,235,77.4
2022 Kia EV6 GT,70,185,235,77.4
2022 Kia EV6 GT,73,170,235,77.4
2022 Kia EV6 GT,76,158,235,77.4
2022 Kia EV6 GT,78,153,235,77.4
2022 Kia EV6 GT,81,120,235,77.4
2022 Kia EV6 GT,82,112,235,77.4
2022 Kia EV6 GT,84,122,235,77.4
2022 Kia EV6 GT,86,96,235,77.4
2022 Kia EV6 GT,87,76,235,77.4
2022 Kia EV6 GT,89,68,235,77.4
2022 Kia EV6 GT,90,60,235,77.4
2022 Kia EV6 GT,91,56,235,77.4
2022 Kia EV6 GT,92,51,235,77.4
2022 Kia EV6 GT,93,48,235,77.4
2022 Kia EV6 GT,94,44,235,77.4
2022 Kia EV6 GT,95,40,235,77.4
2022 Kia EV6 GT,95,36,235,77.4
2022 Kia EV6 GT,96,34,235,77.4
2022 Kia EV6 GT,97,31,235,77.4
2022 Kia EV6 GT,98,23,235,77.4
2022 Kia EV6 GT,99,16,235,77.4
2022 Kia EV6 GT,100,0,235,77.4
2022 Hyundai Ioniq 5 AWD,0,100,235,77.4
2022 Hyundai Ioniq 5 AWD,1,212,235,77.4
2022 Hyundai Ioniq 5 AWD,5,217,235,77.4
2022 Hyundai Ioniq 5 AWD,10,221,235,77.4
2022 Hyundai Ioniq 5 AWD,15,223,235,77.4
2022 Hyundai Ioniq 5 AWD,19,224,235,77.4
2022 Hyundai Ioniq 5 AWD,24,224,235,77.4
2022 Hyundai Ioniq 5 AWD,29,226,235,77.4
2022 Hyundai Ioniq 5 AWD,34,227,235,77.4
2022 Hyundai Ioniq 5 AWD,38,230,235,77.4
2022 Hyundai Ioniq 5 AWD,43,233,235,77.4
2022 Hyundai Ioniq 5 AWD,48,227,235,77.4
2022 Hyundai Ioniq 5 AWD,51,228,235,77.4
2022 Hyundai Ioniq 5 AWD,55,188,235,77.4
2022 Hyundai Ioniq 5 AWD,58,150,235,77.4
2022 Hyundai Ioniq 5 AWD,61,176,235,77.4
2022 Hyundai Ioniq 5 AWD,62,177,235,77.4
2022 Hyundai Ioniq 5 AWD,63,178,235,77.4
2022 Hyundai Ioniq 5 AWD,64,178,235,77.4
2022 Hyundai Ioniq 5 AWD,66,192,235,77.4
2022 Hyundai Ioniq 5 AWD,70,185,235,77.4
2022 Hyundai Ioniq 5 AWD,73,170,235,77.4
2022 Hyundai Ioniq 5 AWD,76,158,235,77.4
2022 Hyundai Ioniq 5 AWD,78,153,235,77.4
2022 Hyundai Ioniq 5 AWD,81,120,235,77.4
2022 Hyundai Ioniq 5 AWD,82,112,235,77.4
2022 Hyundai Ioniq 5 AWD,84,122,235,77.4
2022 Hyundai Ioniq 5 AWD,86,96,235,77.4
2022 Hyundai Ioniq 5 AWD,87,76,235,77.4
2022 Hyundai Ioniq 5 AWD,89,68,235,77.4
2022 Hyundai Ioniq 5 AWD,90,60,235,77.4
2022 Hyundai Ioniq 5 AWD,91,56,235,77.4
2022 Hyundai Ioniq 5 AWD,92,51,235,77.4
2022 Hyundai Ioniq 5 AWD,93,48,235,77.4
2022 Hyundai Ioniq 5 AWD,94,44,235,77.4
2022 Hyundai Ioniq 5 AWD,95,40,235,77.4
2022 Hyundai Ioniq 5 AWD,95,36,235,77.4
2022 Hyundai Ioniq 5 AWD,96,34,235,77.4
2022 Hyundai Ioniq 5 AWD,97,31,235,77.4
2022 Hyundai Ioniq 5 AWD,98,23,235,77.4
2022 Hyundai Ioniq 5 AWD,99,16,235,77.4
2022 Hyundai Ioniq 5 AWD,100,0,235,77.4
2023 Genesis GV60 Performance,0,100,235,77.4
2023 Genesis GV60 Performance,1,212,235,77.4
2023 Genesis GV60 Performance,5,217,235,77.4
2023 Genesis GV60 Performance,10,221,235,77.4
2023 Genesis GV60 Performance,15,223,235,77.4
2023 Genesis GV60 Performance,19,224,235,77.4
2023 Genesis GV60 Performance,24,224,235,77.4
2023 Genesis GV60 Performance,29,226,235,77.4
2023 Genesis GV60 Performance,34,227,235,77.4
2023 Genesis GV60 Performance,38,230,235,77.4
2023 Genesis GV60 Performance,43,233,235,77.4
2023 Genesis GV60 Performance,48,227,235,77.4
2023 Genesis GV60 Performance,51,228,235,77.4
2023 Genesis GV60 Performance,55,188,235,77.4
2023 Genesis GV60 Performance,58,150,235,77.4
2023 Genesis GV60 Performance,61,176,235,77.4
2023 Genesis GV60 Performance,62,177,235,77.4
2023 Genesis GV60 Performance,63,178,235,77.4
2023 Genesis GV60 Performance,64,178,235,77.4
2023 Genesis GV60 Performance,66,192,235,77.4
2023 Genesis GV60 Performance,70,185,235,77.4
2023 Genesis GV60 Performance,73,170,235,77.4
2023 Genesis GV60 Performance,76,158,235,77.4
2023 Genesis GV60 Performance,78,153,235,77.4
2023 Genesis GV60 Performance,81,120,235,77.4
2023 Genesis GV60 Performance,82,112,235,77.4
2023 Genesis GV60 Performance,84,122,235,77.4
2023 Genesis GV60 Performance,86,96,235,77.4
2023 Genesis GV60 Performance,87,76,235,77.4
2023 Genesis GV60 Performance,89,68,235,77.4
2023 Genesis GV60 Performance,90,60,235,77.4
2023 Genesis GV60 Performance,91,56,235,77.4
2023 Genesis GV60 Performance,92,51,235,77.4
2023 Genesis GV60 Performance,93,48,235,77.4
2023 Genesis GV60 Performance,94,44,235,77.4
2023 Genesis GV60 Performance,95,40,235,77.4
2023 Genesis GV60 Performance,95,36,235,77.4
2023 Genesis GV60 Performance,96,34,235,77.4
2023 Genesis GV60 Performance,97,31,235,77.4
2023 Genesis GV60 Performance,98,23,235,77.4
2023 Genesis GV60 Performance,99,16,235,77.4
2023 Genesis GV60 Performance,100,0,235,77.4
2022 Porsche Taycan 4 CrossTurismo,0,84,270,93
2022 Porsche Taycan 4 CrossTurismo,1,125,270,93
2022 Porsche Taycan 4 CrossTurismo,2,158,270,93
2022 Porsche Taycan 4 CrossTurismo,3,193,270,93
2022 Porsche Taycan 4 CrossTurismo,4,244,270,93
2022 Porsche Taycan 4 CrossTurismo,5,245,270,93
2022 Porsche Taycan 4 CrossTurismo,6,247,270,93
2022 Porsche Taycan 4 CrossTurismo,7,249,270,93
2022 Porsche Taycan 4 CrossTurismo,8,251,270,93
2022 Porsche Taycan 4 CrossTurismo,9,251,270,93
2022 Porsche Taycan 4 CrossTurismo,10,252,270,93
2022 Porsche Taycan 4 CrossTurismo,11,254,270,93
2022 Porsche Taycan 4 CrossTurismo,12,255,270,93
2022 Porsche Taycan 4 CrossTurismo,13,255,270,93
2022 Porsche Taycan 4 CrossTurismo,14,257,270,93
2022 Porsche Taycan 4 CrossTurismo,15,258,270,93
2022 Porsche Taycan 4 CrossTurismo,16,258,270,93
2022 Porsche Taycan 4 CrossTurismo,17,258,270,93
2022 Porsche Taycan 4 CrossTurismo,18,258,270,93
2022 Porsche Taycan 4 CrossTurismo,19,259,270,93
2022 Porsche Taycan 4 CrossTurismo,20,259,270,93
2022 Porsche Taycan 4 CrossTurismo,21,259,270,93
2022 Porsche Taycan 4 CrossTurismo,22,259,270,93
2022 Porsche Taycan 4 CrossTurismo,23,263,270,93
2022 Porsche Taycan 4 CrossTurismo,24,261,270,93
2022 Porsche Taycan 4 CrossTurismo,25,261,270,93
2022 Porsche Taycan 4 CrossTurismo,27,261,270,93
2022 Porsche Taycan 4 CrossTurismo,28,261,270,93
2022 Porsche Taycan 4 CrossTurismo,29,262,270,93
2022 Porsche Taycan 4 CrossTurismo,30,260,270,93
2022 Porsche Taycan 4 CrossTurismo,31,265,270,93
2022 Porsche Taycan 4 CrossTurismo,32,262,270,93
2022 Porsche Taycan 4 CrossTurismo,33,262,270,93
2022 Porsche Taycan 4 CrossTurismo,34,262,270,93
2022 Porsche Taycan 4 CrossTurismo,35,264,270,93
2022 Porsche Taycan 4 CrossTurismo,36,264,270,93
2022 Porsche Taycan 4 CrossTurismo,37,265,270,93
2022 Porsche Taycan 4 CrossTurismo,38,265,270,93
2022 Porsche Taycan 4 CrossTurismo,39,264,270,93
2022 Porsche Taycan 4 CrossTurismo,40,265,270,93
2022 Porsche Taycan 4 CrossTurismo,41,265,270,93
2022 Porsche Taycan 4 CrossTurismo,42,267,270,93
2022 Porsche Taycan 4 CrossTurismo,43,265,270,93
2022 Porsche Taycan 4 CrossTurismo,44,266,270,93
2022 Porsche Taycan 4 CrossTurismo,45,269,270,93
2022 Porsche Taycan 4 CrossTurismo,46,269,270,93
2022 Porsche Taycan 4 CrossTurismo,47,247,270,93
2022 Porsche Taycan 4 CrossTurismo,48,247,270,93
2022 Porsche Taycan 4 CrossTurismo,49,247,270,93
2022 Porsche Taycan 4 CrossTurismo,50,247,270,93
2022 Porsche Taycan 4 CrossTurismo,51,227,270,93
2022 Porsche Taycan 4 CrossTurismo,52,229,270,93
2022 Porsche Taycan 4 CrossTurismo,53,225,270,93
2022 Porsche Taycan 4 CrossTurismo,54,208,270,93
2022 Porsche Taycan 4 CrossTurismo,55,206,270,93
2022 Porsche Taycan 4 CrossTurismo,56,209,270,93
2022 Porsche Taycan 4 CrossTurismo,57,188,270,93
2022 Porsche Taycan 4 CrossTurismo,58,189,270,93
2022 Porsche Taycan 4 CrossTurismo,59,188,270,93
2022 Porsche Taycan 4 CrossTurismo,60,187,270,93
2022 Porsche Taycan 4 CrossTurismo,61,179,270,93
2022 Porsche Taycan 4 CrossTurismo,62,181,270,93
2022 Porsche Taycan 4 CrossTurismo,63,178,270,93
2022 Porsche Taycan 4 CrossTurismo,64,170,270,93
2022 Porsche Taycan 4 CrossTurismo,65,171,270,93
2022 Porsche Taycan 4 CrossTurismo,66,171,270,93
2022 Porsche Taycan 4 CrossTurismo,67,170,270,93
2022 Porsche Taycan 4 CrossTurismo,68,162,270,93
2022 Porsche Taycan 4 CrossTurismo,69,160,270,93
2022 Porsche Taycan 4 CrossTurismo,70,159,270,93
2022 Porsche Taycan 4 CrossTurismo,71,150,270,93
2022 Porsche Taycan 4 CrossTurismo,72,150,270,93
2022 Porsche Taycan 4 CrossTurismo,73,152,270,93
2022 Porsche Taycan 4 CrossTurismo,74,120,270,93
2022 Porsche Taycan 4 CrossTurismo,75,119,270,93
2022 Porsche Taycan 4 CrossTurismo,76,119,270,93
2022 Porsche Taycan 4 CrossTurismo,77,120,270,93
2022 Porsche Taycan 4 CrossTurismo,78,120,270,93
2022 Porsche Taycan 4 CrossTurismo,79,121,270,93
2022 Porsche Taycan 4 CrossTurismo,80,79,270,93
2022 Porsche Taycan 4 CrossTurismo,81,78,270,93
2022 Porsche Taycan 4 CrossTurismo,82,69,270,93
2022 Porsche Taycan 4 CrossTurismo,83,57,270,93
2022 Porsche Taycan 4 CrossTurismo,84,49,270,93
2022 Porsche Taycan 4 CrossTurismo,84,43,270,93
2022 Porsche Taycan 4 CrossTurismo,85,37,270,93
2022 Porsche Taycan 4 CrossTurismo,86,35,270,93
2022 Porsche Taycan 4 CrossTurismo,86,34,270,93
2022 Porsche Taycan 4 CrossTurismo,87,32,270,93
2022 Porsche Taycan 4 CrossTurismo,88,31,270,93
2022 Porsche Taycan 4 CrossTurismo,88,30,270,93
2022 Porsche Taycan 4 CrossTurismo,89,29,270,93
2022 Porsche Taycan 4 CrossTurismo,89,27,270,93
2022 Porsche Taycan 4 CrossTurismo,90,26,270,93
2022 Porsche Taycan 4 CrossTurismo,90,30,270,93
2022 Porsche Taycan 4 CrossTurismo,91,44,270,93
2022 Porsche Taycan 4 CrossTurismo,91,43,270,93
2022 Porsche Taycan 4 CrossTurismo,92,52,270,93
2022 Porsche Taycan 4 CrossTurismo,93,53,270,93
2022 Porsche Taycan 4 CrossTurismo,94,52,270,93
2022 Porsche Taycan 4 CrossTurismo,94,51,270,93
2022 Porsche Taycan 4 CrossTurismo,95,41,270,93
2022 Porsche Taycan 4 CrossTurismo,96,38,270,93
2022 Porsche Taycan 4 CrossTurismo,96,34,270,93
2022 Porsche Taycan 4 CrossTurismo,97,31,270,93
2022 Porsche Taycan 4 CrossTurismo,97,27,270,93
2022 Porsche Taycan 4 CrossTurismo,98,23,270,93
2022 Porsche Taycan 4 CrossTurismo,98,21,270,93
