Vehicle,Soc (%),K W,max power,battery capacity (kWh)
2024 Fiat 500e,49,38,85,42
2024 Fiat 500e,50,38,85,42
2024 Fiat 500e,52,38,85,42
2024 Fiat 500e,54,38,85,42
2024 Fiat 500e,56,38,85,42
2024 Fiat 500e,57,38,85,42
2024 Fiat 500e,59,39,85,42
2024 Fiat 500e,61,39,85,42
2024 Fiat 500e,62,39,85,42
2024 Fiat 500e,64,39,85,42
2024 Fiat 500e,66,53,85,42
2024 Fiat 500e,68,54,85,42
2024 Fiat 500e,70,54,85,42
2024 Fiat 500e,73,54,85,42
2024 Fiat 500e,75,46,85,42
2024 Fiat 500e,77,46,85,42
2024 Fiat 500e,79,46,85,42
2024 Fiat 500e,80,43,85,42
2024 Fiat 500e,83,43,85,42
2024 Fiat 500e,85,13,85,42
2024 Fiat 500e,86,13,85,42
2024 Fiat 500e,87,13,85,42
2024 Fiat 500e,88,13,85,42
2024 Fiat 500e,89,13,85,42
2024 Fiat 500e,90,13,85,42
2024 Fiat 500e,91,13,85,42
2024 Fiat 500e,92,13,85,42
2024 Fiat 500e,92,12,85,42
2024 Fiat 500e,93,12,85,42
2024 Fiat 500e,94,12,85,42
2024 Fiat 500e,95,12,85,42
2024 Fiat 500e,96,12,85,42
2024 Fiat 500e,97,12,85,42
2024 Fiat 500e,98,12,85,42
2024 Fiat 500e,99,12,85,42
2024 Fiat 500e,100,0,85,42
2024 Tesla Model Y RWD,1,160,160,60
2024 Tesla Model Y RWD,3,160,160,60
2024 Tesla Model Y RWD,7,160,160,60
2024 Tesla Model Y RWD,10,160,160,60
2024 Tesla Model Y RWD,14,160,160,60
2024 Tesla Model Y RWD,18,160,160,60
2024 Tesla Model Y RWD,21,160,160,60
2024 Tesla Model Y RWD,25,160,160,60
2024 Tesla Model Y RWD,29,160,160,60
2024 Tesla Model Y RWD,33,160,160,60
2024 Tesla Model Y RWD,37,160,160,60
2024 Tesla Model Y RWD,40,160,160,60
2024 Tesla Model Y RWD,44,149,160,60
2024 Tesla Model Y RWD,47,137,160,60
2024 Tesla Model Y RWD,51,130,160,60
2024 Tesla Model Y RWD,54,125,160,60
2024 Tesla Model Y RWD,57,119,160,60
2024 Tesla Model Y RWD,59,114,160,60
2024 Tesla Model Y RWD,62,110,160,60
2024 Tesla Model Y RWD,65,104,160,60
2024 Tesla Model Y RWD,68,99,160,60
2024 Tesla Model Y RWD,70,95,160,60
2024 Tesla Model Y RWD,72,91,160,60
2024 Tesla Model Y RWD,74,88,160,60
2024 Tesla Model Y RWD,77,84,160,60
2024 Tesla Model Y RWD,79,80,160,60
2024 Tesla Model Y RWD,81,77,160,60
2024 Tesla Model Y RWD,83,73,160,60
2024 Tesla Model Y RWD,84,70,160,60
2024 Tesla Model Y RWD,86,67,160,60
2024 Tesla Model Y RWD,88,65,160,60
2024 Tesla Model Y RWD,89,62,160,60
2024 Tesla Model Y RWD,91,60,160,60
2024 Tesla Model Y RWD,92,58,160,60
2024 Tesla Model Y RWD,94,55,160,60
2024 Tesla Model Y RWD,95,53,160,60
2024 Tesla Model Y RWD,96,51,160,60
2024 Tesla Model Y RWD,98,49,160,60
2024 Tesla Model Y RWD,99,47,160,60
2024 Tesla Model Y RWD,100,0,160,60
2024 Chevrolet Blazer EV,0,87,155,102
2025 Ioniq 5 N (Tesla Supercharger),3,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),4,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),6,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),8,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),9,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),11,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),13,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),14,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),16,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),18,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),19,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),21,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),23,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),25,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),26,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),28,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),30,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),31,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),33,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),35,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),37,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),38,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),40,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),42,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),43,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),45,119,125,84
2025 Ioniq 5 N (Tesla Supercharger),47,119,125,84
2025 Ioniq 5 N (Tesla Supercharger),49,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),51,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),52,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),54,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),56,120,125,84
2025 Ioniq 5 N (Tesla Supercharger),58,118,125,84
2025 Ioniq 5 N (Tesla Supercharger),59,119,125,84
2025 Ioniq 5 N (Tesla Supercharger),61,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),63,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),65,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),67,120,125,84
2025 Ioniq 5 N (Tesla Supercharger),69,118,125,84
2025 Ioniq 5 N (Tesla Supercharger),70,118,125,84
2025 Ioniq 5 N (Tesla Supercharger),72,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),74,107,125,84
2025 Ioniq 5 N (Tesla Supercharger),77,78,125,84
2025 Ioniq 5 N (Tesla Supercharger),80,59,125,84
2025 Ioniq 5 N (Tesla Supercharger),96,0,125,84
2025 Ioniq 5 N (Tesla Supercharger),98,0,125,84
2025 Ioniq 5 N (Tesla Supercharger),0,53,125,84
2025 Ioniq 5 N (Tesla Supercharger),1,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),2,118,125,84
2025 Ioniq 5 N (Tesla Supercharger),5,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),7,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),10,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),12,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),15,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),17,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),20,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),22,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),24,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),27,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),29,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),32,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),34,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),36,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),39,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),41,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),44,120,125,84
2025 Ioniq 5 N (Tesla Supercharger),46,119,125,84
2025 Ioniq 5 N (Tesla Supercharger),48,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),50,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),53,122,125,84
2025 Ioniq 5 N (Tesla Supercharger),55,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),57,119,125,84
2025 Ioniq 5 N (Tesla Supercharger),60,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),62,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),64,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),66,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),68,119,125,84
2025 Ioniq 5 N (Tesla Supercharger),71,118,125,84
2025 Ioniq 5 N (Tesla Supercharger),73,121,125,84
2025 Ioniq 5 N (Tesla Supercharger),75,95,125,84
2025 Ioniq 5 N (Tesla Supercharger),76,84,125,84
2025 Ioniq 5 N (Tesla Supercharger),78,72,125,84
2025 Ioniq 5 N (Tesla Supercharger),79,64,125,84
2025 Ioniq 5 N (Tesla Supercharger),81,54,125,84
2025 Ioniq 5 N (Tesla Supercharger),82,49,125,84
2025 Ioniq 5 N (Tesla Supercharger),83,44,125,84
2025 Ioniq 5 N (Tesla Supercharger),84,41,125,84
2025 Ioniq 5 N (Tesla Supercharger),85,37,125,84
2025 Ioniq 5 N (Tesla Supercharger),86,33,125,84
2025 Ioniq 5 N (Tesla Supercharger),87,32,125,84
2025 Ioniq 5 N (Tesla Supercharger),88,32,125,84
2025 Ioniq 5 N (Tesla Supercharger),89,32,125,84
2025 Ioniq 5 N (Tesla Supercharger),90,32,125,84
2025 Ioniq 5 N (Tesla Supercharger),91,29,125,84
2025 Ioniq 5 N (Tesla Supercharger),92,21,125,84
2025 Ioniq 5 N (Tesla Supercharger),93,16,125,84
2025 Ioniq 5 N (Tesla Supercharger),94,11,125,84
2025 Ioniq 5 N (Tesla Supercharger),95,0,125,84
2025 Ioniq 5 N (Tesla Supercharger),97,0,125,84
2025 Ioniq 5 N (Tesla Supercharger),99,0,125,84
2025 Ioniq 5 N (Tesla Supercharger),100,0,125,84
2024 Kia EV6 GT (Tesla Supercharger),10,88,95,77.4
2024 Kia EV6 GT (Tesla Supercharger),12,88,95,77.4
2024 Kia EV6 GT (Tesla Supercharger),11,88,95,77.4
2024 Kia EV6 GT (Tesla Supercharger),13,88,95,77.4
2024 Kia EV6 GT (Tesla Supercharger),14,88,95,77.4
"2025 Zeekr 7X, 75 kWh golden brick battery",1,38,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",3,212,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",4,400,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",5,410,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",7,410,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",8,412,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",9,455,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",10,452,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",11,451,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",12,466,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",13,467,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",14,466,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",16,414,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",17,413,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",18,415,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",19,409,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",20,414,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",21,415,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",22,413,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",24,414,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",25,415,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",26,415,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",27,415,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",28,416,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",29,415,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",30,417,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",31,416,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",33,416,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",34,416,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",35,413,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",36,413,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",37,409,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",38,406,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",39,403,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",41,398,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",42,393,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",43,390,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",44,388,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",45,383,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",46,378,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",47,370,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",49,362,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",50,354,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",51,357,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",52,352,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",53,355,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",54,350,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",56,350,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",57,348,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",58,352,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",59,349,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",60,345,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",62,336,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",63,332,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",64,326,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",65,321,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",66,316,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",67,308,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",69,296,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",70,289,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",71,282,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",72,285,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",73,279,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",75,269,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",76,268,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",77,257,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",78,257,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",80,246,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",81,239,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",82,234,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",83,224,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",85,206,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",86,189,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",88,66,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",91,161,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",93,144,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",94,136,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",96,118,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",98,52,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",99,51,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",100,51,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",0,35,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",2,39,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",6,412,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",15,412,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",23,417,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",32,417,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",40,400,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",48,365,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",55,353,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",61,342,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",68,300,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",74,274,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",79,251,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",84,215,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",87,183,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",88,20,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",89,20,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",90,66,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",92,154,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",95,127,470,75
"2025 Zeekr 7X, 75 kWh golden brick battery",97,104,470,75
2024 Nissan Ariya 63 kWh,1,124,130,63
2024 Nissan Ariya 63 kWh,3,125,130,63
2024 Nissan Ariya 63 kWh,4,126,130,63
2024 Nissan Ariya 63 kWh,5,126,130,63
2024 Nissan Ariya 63 kWh,6,126,130,63
2024 Nissan Ariya 63 kWh,8,127,130,63
2024 Nissan Ariya 63 kWh,9,127,130,63
2024 Nissan Ariya 63 kWh,11,128,130,63
2024 Nissan Ariya 63 kWh,12,128,130,63
2024 Nissan Ariya 63 kWh,14,128,130,63
2024 Nissan Ariya 63 kWh,15,129,130,63
2024 Nissan Ariya 63 kWh,16,129,130,63
2024 Nissan Ariya 63 kWh,18,129,130,63
2024 Nissan Ariya 63 kWh,19,129,130,63
2024 Nissan Ariya 63 kWh,20,128,130,63
2024 Nissan Ariya 63 kWh,22,127,130,63
2024 Nissan Ariya 63 kWh,23,127,130,63
2024 Nissan Ariya 63 kWh,25,127,130,63
2024 Nissan Ariya 63 kWh,26,126,130,63
2024 Nissan Ariya 63 kWh,28,125,130,63
2024 Nissan Ariya 63 kWh,29,124,130,63
2024 Nissan Ariya 63 kWh,30,115,130,63
2024 Nissan Ariya 63 kWh,32,111,130,63
2024 Nissan Ariya 63 kWh,34,109,130,63
2024 Nissan Ariya 63 kWh,35,108,130,63
2024 Nissan Ariya 63 kWh,37,106,130,63
2024 Nissan Ariya 63 kWh,38,105,130,63
2024 Nissan Ariya 63 kWh,40,102,130,63
2024 Nissan Ariya 63 kWh,41,101,130,63
2024 Nissan Ariya 63 kWh,43,99,130,63
2024 Nissan Ariya 63 kWh,44,98,130,63
2024 Nissan Ariya 63 kWh,46,97,130,63
2024 Nissan Ariya 63 kWh,47,96,130,63
2024 Nissan Ariya 63 kWh,49,94,130,63
2024 Nissan Ariya 63 kWh,50,93,130,63
2024 Nissan Ariya 63 kWh,52,92,130,63
2024 Nissan Ariya 63 kWh,54,89,130,63
2024 Nissan Ariya 63 kWh,56,87,130,63
2024 Nissan Ariya 63 kWh,58,85,130,63
2024 Nissan Ariya 63 kWh,60,82,130,63
2024 Nissan Ariya 63 kWh,62,80,130,63
2024 Nissan Ariya 63 kWh,65,76,130,63
2024 Nissan Ariya 63 kWh,67,74,130,63
2024 Nissan Ariya 63 kWh,69,72,130,63
2024 Nissan Ariya 63 kWh,72,68,130,63
2024 Nissan Ariya 63 kWh,75,66,130,63
2024 Nissan Ariya 63 kWh,78,62,130,63
2024 Nissan Ariya 63 kWh,81,59,130,63
2024 Nissan Ariya 63 kWh,84,55,130,63
2024 Nissan Ariya 63 kWh,87,51,130,63
2024 Nissan Ariya 63 kWh,93,40,130,63
2024 Nissan Ariya 63 kWh,0,123,130,63
2024 Nissan Ariya 63 kWh,2,125,130,63
2024 Nissan Ariya 63 kWh,7,126,130,63
2024 Nissan Ariya 63 kWh,10,127,130,63
2024 Nissan Ariya 63 kWh,13,128,130,63
2024 Nissan Ariya 63 kWh,17,129,130,63
2024 Nissan Ariya 63 kWh,21,127,130,63
2024 Nissan Ariya 63 kWh,24,127,130,63
2024 Nissan Ariya 63 kWh,27,125,130,63
2024 Nissan Ariya 63 kWh,31,112,130,63
2024 Nissan Ariya 63 kWh,33,110,130,63
2024 Nissan Ariya 63 kWh,36,107,130,63
2024 Nissan Ariya 63 kWh,39,104,130,63
2024 Nissan Ariya 63 kWh,42,100,130,63
2024 Nissan Ariya 63 kWh,45,98,130,63
2024 Nissan Ariya 63 kWh,48,95,130,63
2024 Nissan Ariya 63 kWh,51,92,130,63
2024 Nissan Ariya 63 kWh,53,91,130,63
2024 Nissan Ariya 63 kWh,55,88,130,63
2024 Nissan Ariya 63 kWh,57,85,130,63
2024 Nissan Ariya 63 kWh,59,83,130,63
2024 Nissan Ariya 63 kWh,61,81,130,63
2024 Nissan Ariya 63 kWh,63,78,130,63
2024 Nissan Ariya 63 kWh,64,77,130,63
2024 Nissan Ariya 63 kWh,66,75,130,63
2024 Nissan Ariya 63 kWh,68,73,130,63
2024 Nissan Ariya 63 kWh,70,70,130,63
2024 Nissan Ariya 63 kWh,71,70,130,63
2024 Nissan Ariya 63 kWh,73,67,130,63
2024 Nissan Ariya 63 kWh,74,67,130,63
2024 Nissan Ariya 63 kWh,76,65,130,63
2024 Nissan Ariya 63 kWh,77,64,130,63
2024 Nissan Ariya 63 kWh,79,61,130,63
2024 Nissan Ariya 63 kWh,80,60,130,63
2024 Nissan Ariya 63 kWh,82,57,130,63
2024 Nissan Ariya 63 kWh,83,57,130,63
2024 Nissan Ariya 63 kWh,85,54,130,63
2024 Nissan Ariya 63 kWh,86,53,130,63
2024 Nissan Ariya 63 kWh,88,50,130,63
2024 Nissan Ariya 63 kWh,89,47,130,63
2024 Nissan Ariya 63 kWh,90,45,130,63
2024 Nissan Ariya 63 kWh,91,43,130,63
2024 Nissan Ariya 63 kWh,92,41,130,63
2024 Nissan Ariya 63 kWh,94,39,130,63
2024 Nissan Ariya 63 kWh,95,38,130,63
2024 Nissan Ariya 63 kWh,96,37,130,63
2024 Nissan Ariya 63 kWh,97,23,130,63
2024 Nissan Ariya 63 kWh,98,23,130,63
2024 Nissan Ariya 63 kWh,99,19,130,63
2024 Nissan Ariya 63 kWh,100,1,130,63
2023 Mercedes EQS SUV 450+,0,37,205,108
2023 Mercedes EQS SUV 450+,3,193,205,108
2023 Mercedes EQS SUV 450+,4,193,205,108
2023 Mercedes EQS SUV 450+,6,195,205,108
2023 Mercedes EQS SUV 450+,8,196,205,108
2023 Mercedes EQS SUV 450+,9,191,205,108
2023 Mercedes EQS SUV 450+,11,197,205,108
2023 Mercedes EQS SUV 450+,12,198,205,108
2023 Mercedes EQS SUV 450+,14,190,205,108
2023 Mercedes EQS SUV 450+,16,199,205,108
2023 Mercedes EQS SUV 450+,17,199,205,108
2023 Mercedes EQS SUV 450+,19,193,205,108
2023 Mercedes EQS SUV 450+,20,191,205,108
2023 Mercedes EQS SUV 450+,22,201,205,108
2023 Mercedes EQS SUV 450+,23,201,205,108
2023 Mercedes EQS SUV 450+,25,197,205,108
2023 Mercedes EQS SUV 450+,27,192,205,108
2023 Mercedes EQS SUV 450+,28,202,205,108
2023 Mercedes EQS SUV 450+,30,201,205,108
2023 Mercedes EQS SUV 450+,31,198,205,108
2023 Mercedes EQS SUV 450+,33,189,205,108
2023 Mercedes EQS SUV 450+,34,184,205,108
2023 Mercedes EQS SUV 450+,36,179,205,108
2023 Mercedes EQS SUV 450+,38,182,205,108
2023 Mercedes EQS SUV 450+,40,178,205,108
2023 Mercedes EQS SUV 450+,41,176,205,108
2023 Mercedes EQS SUV 450+,43,170,205,108
2023 Mercedes EQS SUV 450+,45,170,205,108
2023 Mercedes EQS SUV 450+,46,168,205,108
2023 Mercedes EQS SUV 450+,48,166,205,108
2023 Mercedes EQS SUV 450+,50,162,205,108
2023 Mercedes EQS SUV 450+,52,158,205,108
2023 Mercedes EQS SUV 450+,53,157,205,108
2023 Mercedes EQS SUV 450+,55,152,205,108
2023 Mercedes EQS SUV 450+,57,149,205,108
2023 Mercedes EQS SUV 450+,59,145,205,108
2023 Mercedes EQS SUV 450+,61,141,205,108
2023 Mercedes EQS SUV 450+,63,137,205,108
2023 Mercedes EQS SUV 450+,65,132,205,108
2023 Mercedes EQS SUV 450+,67,129,205,108
2023 Mercedes EQS SUV 450+,69,126,205,108
2023 Mercedes EQS SUV 450+,72,122,205,108
2023 Mercedes EQS SUV 450+,74,118,205,108
2023 Mercedes EQS SUV 450+,76,116,205,108
2023 Mercedes EQS SUV 450+,79,101,205,108
2023 Mercedes EQS SUV 450+,1,191,205,108
2023 Mercedes EQS SUV 450+,2,191,205,108
2023 Mercedes EQS SUV 450+,5,190,205,108
2023 Mercedes EQS SUV 450+,7,195,205,108
2023 Mercedes EQS SUV 450+,10,197,205,108
2023 Mercedes EQS SUV 450+,13,193,205,108
2023 Mercedes EQS SUV 450+,15,199,205,108
2023 Mercedes EQS SUV 450+,18,195,205,108
2023 Mercedes EQS SUV 450+,21,201,205,108
2023 Mercedes EQS SUV 450+,24,198,205,108
2023 Mercedes EQS SUV 450+,26,192,205,108
2023 Mercedes EQS SUV 450+,29,203,205,108
2023 Mercedes EQS SUV 450+,32,193,205,108
2023 Mercedes EQS SUV 450+,35,183,205,108
2023 Mercedes EQS SUV 450+,37,184,205,108
2023 Mercedes EQS SUV 450+,39,179,205,108
2023 Mercedes EQS SUV 450+,42,174,205,108
2023 Mercedes EQS SUV 450+,44,173,205,108
2023 Mercedes EQS SUV 450+,47,167,205,108
2023 Mercedes EQS SUV 450+,49,162,205,108
2023 Mercedes EQS SUV 450+,51,158,205,108
2023 Mercedes EQS SUV 450+,54,155,205,108
2023 Mercedes EQS SUV 450+,56,150,205,108
2023 Mercedes EQS SUV 450+,58,146,205,108
2023 Mercedes EQS SUV 450+,60,143,205,108
2023 Mercedes EQS SUV 450+,62,137,205,108
2023 Mercedes EQS SUV 450+,64,133,205,108
2023 Mercedes EQS SUV 450+,66,130,205,108
2023 Mercedes EQS SUV 450+,68,127,205,108
2023 Mercedes EQS SUV 450+,70,124,205,108
2023 Mercedes EQS SUV 450+,71,122,205,108
2023 Mercedes EQS SUV 450+,73,120,205,108
2023 Mercedes EQS SUV 450+,75,117,205,108
2023 Mercedes EQS SUV 450+,77,113,205,108
2023 Mercedes EQS SUV 450+,78,105,205,108
2023 Mercedes EQS SUV 450+,80,94,205,108
2023 Mercedes EQS SUV 450+,81,85,205,108
2023 Mercedes EQS SUV 450+,82,76,205,108
2023 Mercedes EQS SUV 450+,83,69,205,108
2023 Mercedes EQS SUV 450+,84,63,205,108
2023 Mercedes EQS SUV 450+,85,58,205,108
2023 Mercedes EQS SUV 450+,86,54,205,108
2023 Mercedes EQS SUV 450+,87,50,205,108
2023 Mercedes EQS SUV 450+,87,47,205,108
2023 Mercedes EQS SUV 450+,88,45,205,108
2023 Mercedes EQS SUV 450+,89,43,205,108
2023 Mercedes EQS SUV 450+,89,41,205,108
2023 Mercedes EQS SUV 450+,90,39,205,108
2023 Mercedes EQS SUV 450+,90,38,205,108
2023 Mercedes EQS SUV 450+,91,36,205,108
2023 Mercedes EQS SUV 450+,91,34,205,108
2023 Mercedes EQS SUV 450+,92,33,205,108
2023 Mercedes EQS SUV 450+,92,31,205,108
2023 Mercedes EQS SUV 450+,93,30,205,108
2023 Mercedes EQS SUV 450+,93,29,205,108
2023 Mercedes EQS SUV 450+,94,27,205,108
2023 Mercedes EQS SUV 450+,94,26,205,108
2023 Mercedes EQS SUV 450+,94,24,205,108
2023 Mercedes EQS SUV 450+,95,23,205,108
2023 Mercedes EQS SUV 450+,95,22,205,108
2023 Mercedes EQS SUV 450+,96,20,205,108
2023 Mercedes EQS SUV 450+,96,18,205,108
2023 Mercedes EQS SUV 450+,96,17,205,108
2023 Mercedes EQS SUV 450+,97,15,205,108
2023 Mercedes EQS SUV 450+,97,14,205,108
2023 Mercedes EQS SUV 450+,97,13,205,108
2023 Mercedes EQS SUV 450+,98,12,205,108
2023 Mercedes EQS SUV 450+,98,11,205,108
