"Scenario_02_(2,2,0): MCU1(O1:ON, O2:OFF); MCU2(O1:ON, O2:OFF); MCU3(OFF); MCU4(OFF)"
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
979,T979: 16:19,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
980,T980: 16:20,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.2%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
981,T981: 16:21,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.2%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
982,T982: 16:22,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.2%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
983,T983: 16:23,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.2%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
984,T984: 16:24,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.3%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,118kW,59.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
985,T985: 16:25,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.3%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
986,T986: 16:26,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.3%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
987,T987: 16:27,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.4%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
988,T988: 16:28,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.4%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
989,T989: 16:29,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.4%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
990,T990: 16:30,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.4%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
991,T991: 16:31,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.5%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
992,T992: 16:32,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.5%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,117kW,59.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
993,T993: 16:33,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.5%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
994,T994: 16:34,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.5%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
995,T995: 16:35,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.6%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
996,T996: 16:36,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.6%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
997,T997: 16:37,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.6%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
998,T998: 16:38,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.6%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
999,T999: 16:39,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.7%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,116kW,59.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1000,T1000: 16:40,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.7%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1001,T1001: 16:41,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.7%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1002,T1002: 16:42,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.8%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1003,T1003: 16:43,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.8%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1004,T1004: 16:44,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.8%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1005,T1005: 16:45,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.8%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1006,T1006: 16:46,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.9%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1007,T1007: 16:47,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.9%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,115kW,59.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1008,T1008: 16:48,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,59.9%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,59.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1009,T1009: 16:49,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,59.9%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,59.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1010,T1010: 16:50,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.0%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1011,T1011: 16:51,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.0%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1012,T1012: 16:52,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.0%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1013,T1013: 16:53,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.0%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1014,T1014: 16:54,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1015,T1015: 16:55,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1016,T1016: 16:56,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1017,T1017: 16:57,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,114kW,60.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1018,T1018: 16:58,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.2%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1019,T1019: 16:59,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.2%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1020,T1020: 17:00,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.2%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1021,T1021: 17:01,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.2%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.2%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1022,T1022: 17:02,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.3%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1023,T1023: 17:03,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.3%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1024,T1024: 17:04,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.3%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.3%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1025,T1025: 17:05,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.4%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1026,T1026: 17:06,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.4%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1027,T1027: 17:07,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.4%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1028,T1028: 17:08,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.4%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.4%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1029,T1029: 17:09,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.5%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1030,T1030: 17:10,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.5%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,113kW,60.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1031,T1031: 17:11,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.5%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1032,T1032: 17:12,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.5%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.5%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1033,T1033: 17:13,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.6%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1034,T1034: 17:14,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.6%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1035,T1035: 17:15,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.6%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1036,T1036: 17:16,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.6%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.6%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1037,T1037: 17:17,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.7%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1038,T1038: 17:18,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.7%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1039,T1039: 17:19,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.7%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1040,T1040: 17:20,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.7%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.7%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1041,T1041: 17:21,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.8%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1042,T1042: 17:22,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.8%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1043,T1043: 17:23,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.8%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,112kW,60.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1044,T1044: 17:24,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.8%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.8%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1045,T1045: 17:25,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.9%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1046,T1046: 17:26,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.9%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1047,T1047: 17:27,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.9%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1048,T1048: 17:28,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.9%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,60.9%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1049,T1049: 17:29,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.0%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1050,T1050: 17:30,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.0%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1051,T1051: 17:31,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.0%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1052,T1052: 17:32,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.0%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.0%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1053,T1053: 17:33,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,111kW,61.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1054,T1054: 17:34,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,110kW,61.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,110kW,61.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1055,T1055: 17:35,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,110kW,61.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,110kW,61.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1056,T1056: 17:36,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,110kW,61.1%,-,-,-,ON,OFF,OFF,ON,OFF,OFF,125kW,110kW,61.1%,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
