"Scenario_14_(0,0,4): MCU1(O1:ON, O2:ON); MCU2(O1:ON, O2:ON); MCU3(O1:ON, O2:ON); MCU4(O1:ON, O2:ON)"
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
585,T585: 09:45,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,191kW,36.6%,125kW,191kW,36.6%,ON,ON,OFF,ON,OFF,ON,125kW,191kW,36.6%,125kW,191kW,36.6%,ON,ON,OFF,ON,OFF,ON,125kW,191kW,36.6%,125kW,191kW,36.6%,ON,ON,OFF,ON,OFF,ON,125kW,191kW,36.6%,125kW,191kW,36.6%
586,T586: 09:46,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,191kW,36.7%,125kW,191kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,191kW,36.7%,125kW,191kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,191kW,36.7%,125kW,191kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,191kW,36.7%,125kW,191kW,36.7%
587,T587: 09:47,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.7%,125kW,190kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.7%,125kW,190kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.7%,125kW,190kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.7%,125kW,190kW,36.7%
588,T588: 09:48,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.7%,125kW,190kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.7%,125kW,190kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.7%,125kW,190kW,36.7%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.7%,125kW,190kW,36.7%
589,T589: 09:49,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%
590,T590: 09:50,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%
591,T591: 09:51,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%
592,T592: 09:52,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.8%,125kW,190kW,36.8%
593,T593: 09:53,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.9%,125kW,190kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.9%,125kW,190kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.9%,125kW,190kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,190kW,36.9%,125kW,190kW,36.9%
594,T594: 09:54,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,36.9%,125kW,189kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,36.9%,125kW,189kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,36.9%,125kW,189kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,36.9%,125kW,189kW,36.9%
595,T595: 09:55,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,36.9%,125kW,189kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,36.9%,125kW,189kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,36.9%,125kW,189kW,36.9%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,36.9%,125kW,189kW,36.9%
596,T596: 09:56,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%
597,T597: 09:57,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%
598,T598: 09:58,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%
599,T599: 09:59,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.0%,125kW,189kW,37.0%
600,T600: 10:00,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%
601,T601: 10:01,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%
602,T602: 10:02,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.1%,125kW,189kW,37.1%
603,T603: 10:03,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.2%,125kW,189kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.2%,125kW,189kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.2%,125kW,189kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,189kW,37.2%,125kW,189kW,37.2%
604,T604: 10:04,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%
605,T605: 10:05,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%
606,T606: 10:06,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.2%,125kW,188kW,37.2%
607,T607: 10:07,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%
608,T608: 10:08,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%
609,T609: 10:09,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.3%,125kW,188kW,37.3%
610,T610: 10:10,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%
611,T611: 10:11,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%
612,T612: 10:12,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%
613,T613: 10:13,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.4%,125kW,188kW,37.4%
614,T614: 10:14,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.5%,125kW,188kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.5%,125kW,188kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.5%,125kW,188kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,188kW,37.5%,125kW,188kW,37.5%
615,T615: 10:15,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.5%,125kW,187kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.5%,125kW,187kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.5%,125kW,187kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.5%,125kW,187kW,37.5%
616,T616: 10:16,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.5%,125kW,187kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.5%,125kW,187kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.5%,125kW,187kW,37.5%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.5%,125kW,187kW,37.5%
617,T617: 10:17,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%
618,T618: 10:18,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%
619,T619: 10:19,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%
620,T620: 10:20,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.6%,125kW,187kW,37.6%
621,T621: 10:21,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%
622,T622: 10:22,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%
623,T623: 10:23,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.7%,125kW,187kW,37.7%
624,T624: 10:24,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%
625,T625: 10:25,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%
626,T626: 10:26,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,187kW,37.8%,125kW,187kW,37.8%
627,T627: 10:27,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.8%,125kW,186kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.8%,125kW,186kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.8%,125kW,186kW,37.8%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.8%,125kW,186kW,37.8%
628,T628: 10:28,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%
629,T629: 10:29,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%
630,T630: 10:30,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,37.9%,125kW,186kW,37.9%
631,T631: 10:31,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%
632,T632: 10:32,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%
633,T633: 10:33,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%
634,T634: 10:34,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.0%,125kW,186kW,38.0%
635,T635: 10:35,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.1%,125kW,186kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.1%,125kW,186kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.1%,125kW,186kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.1%,125kW,186kW,38.1%
636,T636: 10:36,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.1%,125kW,186kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.1%,125kW,186kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.1%,125kW,186kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,186kW,38.1%,125kW,186kW,38.1%
637,T637: 10:37,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.1%,125kW,185kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.1%,125kW,185kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.1%,125kW,185kW,38.1%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.1%,125kW,185kW,38.1%
638,T638: 10:38,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%
639,T639: 10:39,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%
640,T640: 10:40,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%
641,T641: 10:41,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.2%,125kW,185kW,38.2%
642,T642: 10:42,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%
643,T643: 10:43,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%
644,T644: 10:44,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.3%,125kW,185kW,38.3%
645,T645: 10:45,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.4%,125kW,185kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.4%,125kW,185kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.4%,125kW,185kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,185kW,38.4%,125kW,185kW,38.4%
646,T646: 10:46,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%
647,T647: 10:47,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%
648,T648: 10:48,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.4%,125kW,184kW,38.4%
649,T649: 10:49,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%
650,T650: 10:50,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%
651,T651: 10:51,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.5%,125kW,184kW,38.5%
