Interactive_rand_int-fixed-5-5_soc0-rand-10-29_soc1-rand-30-90
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
1547,T1547: 25:47,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,233kW,29.5%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,204kW,34.4%
1548,T1548: 25:48,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,233kW,29.5%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,203kW,34.4%
1549,T1549: 25:49,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,233kW,29.6%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,203kW,34.5%
1550,T1550: 25:50,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,232kW,29.6%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,202kW,34.5%
1551,T1551: 25:51,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,232kW,29.7%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,202kW,34.6%
1552,T1552: 25:52,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,232kW,29.7%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,201kW,34.6%
1553,T1553: 25:53,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,231kW,29.8%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,201kW,34.7%
1554,T1554: 25:54,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,231kW,29.8%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,201kW,34.7%
1555,T1555: 25:55,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,231kW,29.9%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,200kW,34.8%
1556,T1556: 25:56,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,230kW,29.9%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,200kW,34.8%
1557,T1557: 25:57,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,230kW,30.0%,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,199kW,34.8%
1558,T1558: 25:58,M4.R2 opened,-,M4.R2 opened,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,230kW,30.0%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,199kW,34.9%
1559,T1559: 25:59,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,230kW,30.1%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,199kW,34.9%
1560,T1560: 26:00,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,230kW,30.1%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,198kW,35.0%
1561,T1561: 26:01,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,229kW,30.2%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,198kW,35.0%
1562,T1562: 26:02,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,229kW,30.3%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,198kW,35.1%
1563,T1563: 26:03,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,229kW,30.3%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,198kW,35.1%
1564,T1564: 26:04,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,229kW,30.4%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,197kW,35.2%
1565,T1565: 26:05,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,229kW,30.4%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,197kW,35.2%
1566,T1566: 26:06,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,229kW,30.5%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,197kW,35.2%
1567,T1567: 26:07,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,228kW,30.5%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,197kW,35.3%
1568,T1568: 26:08,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,228kW,30.6%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,197kW,35.3%
1569,T1569: 26:09,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,228kW,30.6%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,196kW,35.4%
1570,T1570: 26:10,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,228kW,30.7%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,196kW,35.4%
1571,T1571: 26:11,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,228kW,30.7%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,196kW,35.5%
1572,T1572: 26:12,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,228kW,30.8%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,196kW,35.5%
1573,T1573: 26:13,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,228kW,30.8%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,196kW,35.6%
1574,T1574: 26:14,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,227kW,30.9%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,196kW,35.6%
1575,T1575: 26:15,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,227kW,30.9%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,195kW,35.7%
1576,T1576: 26:16,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,227kW,31.0%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,195kW,35.7%
1577,T1577: 26:17,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,227kW,31.0%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,195kW,35.7%
1578,T1578: 26:18,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,226kW,31.1%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,195kW,35.8%
1579,T1579: 26:19,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,226kW,31.1%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,195kW,35.8%
1580,T1580: 26:20,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,226kW,31.2%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,195kW,35.9%
1581,T1581: 26:21,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,226kW,31.2%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,194kW,35.9%
1582,T1582: 26:22,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,225kW,31.3%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,194kW,36.0%
1583,T1583: 26:23,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,225kW,31.3%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,194kW,36.0%
1584,T1584: 26:24,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,225kW,31.4%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,194kW,36.0%
1585,T1585: 26:25,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,224kW,31.4%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,194kW,36.1%
1586,T1586: 26:26,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,224kW,31.5%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,193kW,36.1%
1587,T1587: 26:27,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,224kW,31.5%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,193kW,36.2%
1588,T1588: 26:28,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,223kW,31.6%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,193kW,36.2%
1589,T1589: 26:29,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,223kW,31.6%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,193kW,36.3%
1590,T1590: 26:30,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,223kW,31.7%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,192kW,36.3%
1591,T1591: 26:31,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,223kW,31.7%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,192kW,36.4%
1592,T1592: 26:32,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,222kW,31.8%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,192kW,36.4%
1593,T1593: 26:33,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,222kW,31.8%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,192kW,36.4%
1594,T1594: 26:34,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,222kW,31.9%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,192kW,36.5%
1595,T1595: 26:35,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,221kW,32.0%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,191kW,36.5%
1596,T1596: 26:36,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,221kW,32.0%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,191kW,36.6%
1597,T1597: 26:37,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,221kW,32.1%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,191kW,36.6%
1598,T1598: 26:38,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,220kW,32.1%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,191kW,36.7%
1599,T1599: 26:39,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,220kW,32.2%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,190kW,36.7%
1600,T1600: 26:40,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,220kW,32.2%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,190kW,36.7%
1601,T1601: 26:41,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,219kW,32.3%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,190kW,36.8%
1602,T1602: 26:42,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,219kW,32.3%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,190kW,36.8%
1603,T1603: 26:43,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,219kW,32.4%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,190kW,36.9%
1604,T1604: 26:44,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,218kW,32.4%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,189kW,36.9%
1605,T1605: 26:45,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,218kW,32.5%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,189kW,37.0%
1606,T1606: 26:46,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,217kW,32.5%,OFF,ON,OFF,OFF,ON,ON,-,-,-,200kW,189kW,37.0%
1607,T1607: 26:47,M4.R4 opened,-,M4.R4 opened; M4.R3 opened,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,217kW,32.6%,OFF,ON,OFF,OFF,OFF,OFF,-,-,-,200kW,189kW,37.0%
1608,T1608: 26:48,M4.O2 opened,M4.O2 opened,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,217kW,32.6%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1609,T1609: 26:49,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,216kW,32.6%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1610,T1610: 26:50,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,216kW,32.7%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1611,T1611: 26:51,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,216kW,32.7%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1612,T1612: 26:52,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,215kW,32.8%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1613,T1613: 26:53,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,215kW,32.8%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1614,T1614: 26:54,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,215kW,32.9%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1615,T1615: 26:55,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,214kW,32.9%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1616,T1616: 26:56,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,214kW,33.0%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1617,T1617: 26:57,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,214kW,33.0%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1618,T1618: 26:58,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,213kW,33.1%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1619,T1619: 26:59,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,213kW,33.1%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1620,T1620: 27:00,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,213kW,33.2%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1621,T1621: 27:01,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,212kW,33.2%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1622,T1622: 27:02,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,212kW,33.3%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1623,T1623: 27:03,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,212kW,33.3%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1624,T1624: 27:04,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,211kW,33.4%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1625,T1625: 27:05,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,211kW,33.4%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
1626,T1626: 27:06,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-,OFF,ON,OFF,ON,ON,ON,-,-,-,250kW,211kW,33.5%,OFF,OFF,OFF,OFF,OFF,OFF,-,-,-,-,-,-
